season,team_a,team_b,p_a_wins
2003,1104,1112,0.1900918882669069
2003,1104,1113,0.4398137578374287
2003,1104,1120,0.5929077874577618
2003,1104,1122,0.7419759579326011
2003,1104,1139,0.5699873220373809
2003,1104,1140,0.43080637879577777
2003,1104,1141,0.606486219149404
2003,1104,1143,0.5885865174136479
2003,1104,1153,0.6429861455171635
2003,1104,1160,0.4659069294127478
2003,1104,1161,0.751016998078103
2003,1104,1163,0.31133376066630136
2003,1104,1166,0.3434394589203983
2003,1104,1173,0.4081078746073682
2003,1104,1181,0.24456439065383606
2003,1104,1190,0.7906546922663102
2003,1104,1196,0.23354773797482825
2003,1104,1211,0.5087050188381859
2003,1104,1221,0.5685214594394696
2003,1104,1228,0.2356325077375617
2003,1104,1231,0.6342310166122924
2003,1104,1237,0.8168216594973292
2003,1104,1242,0.1722938391761187
2003,1104,1246,0.15324021986204944
2003,1104,1257,0.28785080022435106
2003,1104,1261,0.2876064464479259
2003,1104,1264,0.642648936994977
2003,1104,1266,0.2505212106104984
2003,1104,1268,0.24117129641582435
2003,1104,1272,0.2793678363463424
2003,1104,1277,0.44476082135382683
2003,1104,1280,0.2643626733287272
2003,1104,1281,0.43396084292786585
2003,1104,1301,0.6341520352746872
2003,1104,1323,0.47095954014403885
2003,1104,1328,0.23493636658551192
2003,1104,1329,0.5288209086685064
2003,1104,1332,0.4887289604280706
2003,1104,1335,0.575411764699997
2003,1104,1338,0.19242664074402582
2003,1104,1345,0.6319250122259353
2003,1104,1354,0.8542244778916452
2003,1104,1356,0.5935867119603404
2003,1104,1358,0.7321935678558296
2003,1104,1360,0.754306864153792
2003,1104,1386,0.39527824955561564
2003,1104,1390,0.39809046754468075
2003,1104,1393,0.2873590338437071
2003,1104,1400,0.22230593112617414
2003,1104,1407,0.6082122701842118
2003,1104,1409,0.6038775959578049
2003,1104,1411,0.8737864328859138
2003,1104,1421,0.9028776009469353
2003,1104,1423,0.5554112494260643
2003,1104,1428,0.5127629760924415
2003,1104,1429,0.7281693995219918
2003,1104,1436,0.7675586848140543
2003,1104,1443,0.5630749738679219
2003,1104,1447,0.7798356476259747
2003,1104,1448,0.24204932352935837
2003,1104,1451,0.6318439142016901
2003,1104,1454,0.5655975170320485
2003,1104,1458,0.22470663883520636
2003,1104,1462,0.23658568872552393
2003,1112,1113,0.8058687828319022
2003,1112,1120,0.8500585694511431
2003,1112,1122,0.8962322363646138
2003,1112,1139,0.8233117572745837
2003,1112,1140,0.802405744573547
2003,1112,1141,0.8313854622221009
2003,1112,1143,0.8389690817042232
2003,1112,1153,0.8670729082662488
2003,1112,1160,0.8238333244582972
2003,1112,1161,0.9047494633748043
2003,1112,1163,0.7690796690651325
2003,1112,1166,0.7232280618760549
2003,1112,1173,0.7406247280373274
2003,1112,1181,0.6513561065631398
2003,1112,1190,0.9104839217561895
2003,1112,1196,0.6342825008861308
2003,1112,1211,0.8180555773490898
2003,1112,1221,0.8209159247368734
2003,1112,1228,0.6091541701350469
2003,1112,1231,0.8370233076594275
2003,1112,1237,0.9226924768557903
2003,1112,1242,0.4885405180529665
2003,1112,1246,0.3881656926487504
2003,1112,1257,0.73651666280418
2003,1112,1261,0.7167814503460399
2003,1112,1264,0.8618553636455196
2003,1112,1266,0.6508417110713036
