season,team_a,team_b,p_a_wins
2003,1104,1112,0.19680987745523454
2003,1104,1113,0.5571761767069499
2003,1104,1120,0.5826068878173828
2003,1104,1122,0.8344649732112884
2003,1104,1139,0.5560641676187515
2003,1104,1140,0.4483142683903376
2003,1104,1141,0.5829215109348297
2003,1104,1143,0.5884559154510498
2003,1104,1153,0.590789657831192
2003,1104,1160,0.5232286791006724
2003,1104,1161,0.8330571015675863
2003,1104,1163,0.3737653225660324
2003,1104,1166,0.390233584245046
2003,1104,1173,0.4356614798307419
2003,1104,1181,0.41997716625531517
2003,1104,1190,0.9228128135204315
2003,1104,1196,0.32318865358829496
2003,1104,1211,0.4606782615184784
2003,1104,1221,0.7300349831581116
2003,1104,1228,0.2960073654850324
2003,1104,1231,0.6179242094357809
2003,1104,1237,0.8282269060611724
2003,1104,1242,0.23989365001519522
2003,1104,1246,0.13123198424776394
2003,1104,1257,0.3678869028886159
2003,1104,1261,0.3011248568693797
2003,1104,1264,0.6783486862977346
2003,1104,1266,0.4098405708869298
2003,1104,1268,0.34419926404953005
2003,1104,1272,0.3101209263006846
2003,1104,1277,0.28623664329449333
2003,1104,1280,0.42841199934482577
2003,1104,1281,0.36350631912549336
2003,1104,1301,0.6094221413135529
2003,1104,1323,0.4043535341819127
2003,1104,1328,0.2497945785522461
2003,1104,1329,0.5184461722771326
2003,1104,1332,0.3801368067661921
2003,1104,1335,0.640433915456136
2003,1104,1338,0.18243310302495958
2003,1104,1345,0.5438340882460276
2003,1104,1354,0.9833637436230978
2003,1104,1356,0.4494885116815567
2003,1104,1358,0.8799148301283518
2003,1104,1360,0.6724714736143748
2003,1104,1386,0.39971716900666554
2003,1104,1390,0.3456685096025467
2003,1104,1393,0.4589815725882848
2003,1104,1400,0.23382803400357563
2003,1104,1407,0.7295894463857014
2003,1104,1409,0.6388580560684204
2003,1104,1411,0.9783166488011678
2003,1104,1421,0.9638895392417908
2003,1104,1423,0.5132357905308406
2003,1104,1428,0.4639271140098572
2003,1104,1429,0.8608289957046509
2003,1104,1436,0.8714837213357289
2003,1104,1443,0.5936186889807383
2003,1104,1447,0.9487364987532297
2003,1104,1448,0.45403031806151073
2003,1104,1451,0.7028318504492442
2003,1104,1454,0.4609253575404485
2003,1104,1458,0.35274730225404105
2003,1104,1462,0.23928471108277638
2003,1112,1113,0.757172578573227
2003,1112,1120,0.8507302900155386
2003,1112,1122,0.9606626133124033
2003,1112,1139,0.8473126550515493
2003,1112,1140,0.6484349370002747
2003,1112,1141,0.7115045626958211
2003,1112,1143,0.7759042719999949
2003,1112,1153,0.8437346577644348
2003,1112,1160,0.8790035386880238
2003,1112,1161,0.8959366540114085
2003,1112,1163,0.6789369980494181
2003,1112,1166,0.6838690221309662
2003,1112,1173,0.6938230872154236
2003,1112,1181,0.5000364104906718
