season,team_a,team_b,p_a_wins
2003,1104,1112,0.24517348408699036
2003,1104,1113,0.36800500750541687
2003,1104,1120,0.6590222716331482
2003,1104,1122,0.885382890701294
2003,1104,1139,0.5583601593971252
2003,1104,1140,0.47016042470932007
2003,1104,1141,0.7555089592933655
2003,1104,1143,0.6989231109619141
2003,1104,1153,0.7863650918006897
2003,1104,1160,0.4816833436489105
2003,1104,1161,0.7482060194015503
2003,1104,1163,0.3281697630882263
2003,1104,1166,0.39246866106987
2003,1104,1173,0.5452810525894165
2003,1104,1181,0.3244546055793762
2003,1104,1190,0.9218748807907104
2003,1104,1196,0.3104412257671356
2003,1104,1211,0.6631650328636169
2003,1104,1221,0.7311159372329712
2003,1104,1228,0.3281697630882263
2003,1104,1231,0.7881760597229004
2003,1104,1237,0.8916637897491455
2003,1104,1242,0.22094228863716125
2003,1104,1246,0.1606924682855606
2003,1104,1257,0.3184393644332886
2003,1104,1261,0.2634773552417755
2003,1104,1264,0.7494356632232666
2003,1104,1266,0.3145025670528412
2003,1104,1268,0.29839786887168884
2003,1104,1272,0.43107688426971436
2003,1104,1277,0.37208738923072815
2003,1104,1280,0.3161786198616028
2003,1104,1281,0.37875616550445557
2003,1104,1301,0.6264174580574036
2003,1104,1323,0.5394600629806519
2003,1104,1328,0.2510625720024109
2003,1104,1329,0.7239600419998169
2003,1104,1332,0.7174050211906433
2003,1104,1335,0.7348787188529968
2003,1104,1338,0.30821317434310913
2003,1104,1345,0.5895072221755981
2003,1104,1354,0.9172614216804504
2003,1104,1356,0.7333634495735168
2003,1104,1358,0.8756423592567444
2003,1104,1360,0.885382890701294
2003,1104,1386,0.37208738923072815
2003,1104,1390,0.437955766916275
2003,1104,1393,0.4994406998157501
2003,1104,1400,0.2258080244064331
2003,1104,1407,0.7326393127441406
2003,1104,1409,0.7449138164520264
2003,1104,1411,0.9172614216804504
2003,1104,1421,0.9172614216804504
2003,1104,1423,0.7348787188529968
2003,1104,1428,0.6614287495613098
2003,1104,1429,0.7546241879463196
2003,1104,1436,0.883823573589325
2003,1104,1443,0.7348787188529968
2003,1104,1447,0.8821466565132141
2003,1104,1448,0.31233853101730347
2003,1104,1451,0.750129759311676
2003,1104,1454,0.6355587840080261
2003,1104,1458,0.32053548097610474
2003,1104,1462,0.3161786198616028
2003,1112,1113,0.7444405555725098
2003,1112,1120,0.9199919700622559
2003,1112,1122,0.9503409266471863
2003,1112,1139,0.9255450367927551
2003,1112,1140,0.9220030903816223
2003,1112,1141,0.9204322695732117
2003,1112,1143,0.9081459641456604
2003,1112,1153,0.9618056416511536
2003,1112,1160,0.9199919700622559
2003,1112,1161,0.9448751211166382
2003,1112,1163,0.7767249941825867
2003,1112,1166,0.7833914160728455
2003,1112,1173,0.7834324836730957
2003,1112,1181,0.6267277598381042
2003,1112,1190,0.9614675045013428
2003,1112,1196,0.6262305378913879
2003,1112,1211,0.9149496555328369
2003,1112,1221,0.9495798945426941
2003,1112,1228,0.6279848217964172
2003,1112,1231,0.8015048503875732
2003,1112,1237,0.9661421179771423
2003,1112,1242,0.4581552743911743
2003,1112,1246,0.3712496757507324
2003,1112,1257,0.7787066698074341
2003,1112,1261,0.7331199049949646
2003,1112,1264,0.9488961100578308
2003,1112,1266,0.6434058547019958
2003,1112,1268,0.5565896034240723
2003,1112,1272,0.7228171825408936
2003,1112,1277,0.9081459641456604
2003,1112,1280,0.5874526500701904
2003,1112,1281,0.8050674200057983
2003,1112,1301,0.9663451910018921
2003,1112,1323,0.7675719261169434
2003,1112,1328,0.5533831715583801
2003,1112,1329,0.7545945048332214
2003,1112,1332,0.9109733700752258
2003,1112,1335,0.9646918177604675
2003,1112,1338,0.46633321046829224
2003,1112,1345,0.9163137078285217
2003,1112,1354,0.9661421179771423
2003,1112,1356,0.9220154285430908
2003,1112,1358,0.9342061877250671
2003,1112,1360,0.9529458284378052
2003,1112,1386,0.7976483106613159
2003,1112,1390,0.7939717173576355
2003,1112,1393,0.7244144678115845
2003,1112,1400,0.6071266531944275
2003,1112,1407,0.9495798945426941
2003,1112,1409,0.9563819766044617
2003,1112,1411,0.9661421179771423
2003,1112,1421,0.9661421179771423
2003,1112,1423,0.9634214639663696
2003,1112,1428,0.7993085980415344
2003,1112,1429,0.9344875812530518
2003,1112,1436,0.9422385096549988
2003,1112,1443,0.9213903546333313
2003,1112,1447,0.9376018047332764
2003,1112,1448,0.7112019062042236
2003,1112,1451,0.9643260836601257
2003,1112,1454,0.9604239463806152
2003,1112,1458,0.743775486946106
2003,1112,1462,0.7449671030044556
2003,1113,1120,0.6220803260803223
2003,1113,1122,0.885382890701294
2003,1113,1139,0.7348787188529968
2003,1113,1140,0.6542091965675354
2003,1113,1141,0.7707164883613586
2003,1113,1143,0.7863650918006897
2003,1113,1153,0.794995129108429
2003,1113,1160,0.6681010127067566
2003,1113,1161,0.759263813495636
2003,1113,1163,0.437955766916275
2003,1113,1166,0.5844933986663818
2003,1113,1173,0.7287636399269104
2003,1113,1181,0.497499942779541
2003,1113,1190,0.876519501209259
2003,1113,1196,0.31233853101730347
2003,1113,1211,0.673952579498291
2003,1113,1221,0.6328995823860168
2003,1113,1228,0.46664300560951233
2003,1113,1231,0.7863650918006897
2003,1113,1237,0.9310078620910645
2003,1113,1242,0.285753458738327
2003,1113,1246,0.08667793869972229
2003,1113,1257,0.5207370519638062
2003,1113,1261,0.3956708312034607
2003,1113,1264,0.7494356632232666
2003,1113,1266,0.3244546055793762
2003,1113,1268,0.31002041697502136
2003,1113,1272,0.40408003330230713
2003,1113,1277,0.6869128346443176
2003,1113,1280,0.3244546055793762
2003,1113,1281,0.6491391062736511
2003,1113,1301,0.7864322662353516
2003,1113,1323,0.5903506875038147
2003,1113,1328,0.49762022495269775
2003,1113,1329,0.6919384002685547
2003,1113,1332,0.6869128346443176
2003,1113,1335,0.7348787188529968
2003,1113,1338,0.31233853101730347
2003,1113,1345,0.7676087617874146
2003,1113,1354,0.9083967804908752
2003,1113,1356,0.7503678798675537
2003,1113,1358,0.8809941411018372
2003,1113,1360,0.8972083330154419
2003,1113,1386,0.7189761996269226
2003,1113,1390,0.6949222087860107
2003,1113,1393,0.4644860029220581
2003,1113,1400,0.2435396909713745
2003,1113,1407,0.7442101240158081
2003,1113,1409,0.7463861107826233
2003,1113,1411,0.9172614216804504
2003,1113,1421,0.9083967804908752
2003,1113,1423,0.7348787188529968
2003,1113,1428,0.5895072221755981
2003,1113,1429,0.8768149614334106
2003,1113,1436,0.8830240964889526
2003,1113,1443,0.7333634495735168
2003,1113,1447,0.9218748807907104
2003,1113,1448,0.45544546842575073
2003,1113,1451,0.7463861107826233
2003,1113,1454,0.7333634495735168
2003,1113,1458,0.3281697630882263
2003,1113,1462,0.4336404502391815
2003,1120,1122,0.8811983466148376
2003,1120,1139,0.47600653767585754
2003,1120,1140,0.356216162443161
2003,1120,1141,0.5077787041664124
2003,1120,1143,0.39381611347198486
2003,1120,1153,0.3956708312034607
2003,1120,1160,0.44810599088668823
2003,1120,1161,0.7326393127441406
2003,1120,1163,0.3222285509109497
2003,1120,1166,0.29839786887168884
2003,1120,1173,0.3161786198616028
2003,1120,1181,0.22890162467956543
2003,1120,1190,0.8655419945716858
2003,1120,1196,0.2897041141986847
2003,1120,1211,0.4816833436489105
2003,1120,1221,0.6314746737480164
2003,1120,1228,0.3222285509109497
2003,1120,1231,0.37208738923072815
2003,1120,1237,0.8888903260231018
2003,1120,1242,0.12492065876722336
2003,1120,1246,0.03843403607606888
2003,1120,1257,0.3186114728450775
2003,1120,1261,0.24291300773620605
2003,1120,1264,0.6397739052772522
2003,1120,1266,0.22890162467956543
2003,1120,1268,0.3023891746997833
2003,1120,1272,0.26946738362312317
2003,1120,1277,0.4348601996898651
2003,1120,1280,0.32053548097610474
2003,1120,1281,0.2935115694999695
2003,1120,1301,0.587440013885498
2003,1120,1323,0.3111302852630615
2003,1120,1328,0.1606924682855606
2003,1120,1329,0.47662967443466187
2003,1120,1332,0.4810611605644226
2003,1120,1335,0.6323352456092834
2003,1120,1338,0.12492065876722336
2003,1120,1345,0.38080310821533203
2003,1120,1354,0.930507481098175
2003,1120,1356,0.6341381669044495
2003,1120,1358,0.7546241879463196
2003,1120,1360,0.7543244957923889
2003,1120,1386,0.2973392903804779
2003,1120,1390,0.3281697630882263
2003,1120,1393,0.22753427922725677
2003,1120,1400,0.08667793869972229
2003,1120,1407,0.6542091965675354
2003,1120,1409,0.6341381669044495
2003,1120,1411,0.9172614216804504
2003,1120,1421,0.9172614216804504
2003,1120,1423,0.3745969235897064
2003,1120,1428,0.4816833436489105
2003,1120,1429,0.7661675810813904
2003,1120,1436,0.7686636447906494
2003,1120,1443,0.6341381669044495
2003,1120,1447,0.7480703592300415
2003,1120,1448,0.21764200925827026
2003,1120,1451,0.6441926956176758
2003,1120,1454,0.5886616706848145
2003,1120,1458,0.28234541416168213
2003,1120,1462,0.2991892695426941
2003,1122,1139,0.08873141556978226
2003,1122,1140,0.08701957017183304
2003,1122,1141,0.2463167905807495
2003,1122,1143,0.19867834448814392
2003,1122,1153,0.13087725639343262
2003,1122,1160,0.17522726953029633
2003,1122,1161,0.3768858015537262
2003,1122,1163,0.06664270907640457
2003,1122,1166,0.07013614475727081
2003,1122,1173,0.07354661077260971
2003,1122,1181,0.07354661077260971
2003,1122,1190,0.651097297668457
2003,1122,1196,0.07617547363042831
2003,1122,1211,0.2377489060163498
2003,1122,1221,0.2290102243423462
2003,1122,1228,0.07165605574846268
2003,1122,1231,0.2212860882282257
2003,1122,1237,0.6480943560600281
2003,1122,1242,0.07617547363042831
2003,1122,1246,0.04298446327447891
2003,1122,1257,0.07635278254747391
2003,1122,1261,0.06239040195941925
2003,1122,1264,0.2533318102359772
2003,1122,1266,0.07470230013132095
2003,1122,1268,0.07013614475727081
2003,1122,1272,0.06402460485696793
2003,1122,1277,0.14086835086345673
2003,1122,1280,0.07375367730855942
2003,1122,1281,0.14422544836997986
2003,1122,1301,0.2609722316265106
2003,1122,1323,0.13094523549079895
2003,1122,1328,0.041482869535684586
2003,1122,1329,0.15293247997760773
2003,1122,1332,0.13087725639343262
2003,1122,1335,0.23619045317173004
2003,1122,1338,0.07617547363042831
2003,1122,1345,0.18049627542495728
2003,1122,1354,0.772152304649353
2003,1122,1356,0.16975554823875427
2003,1122,1358,0.6494906544685364
2003,1122,1360,0.26834818720817566
2003,1122,1386,0.06420823931694031
2003,1122,1390,0.12905056774616241
2003,1122,1393,0.0737554058432579
2003,1122,1400,0.04298446327447891
2003,1122,1407,0.2402670830488205
2003,1122,1409,0.2527533769607544
2003,1122,1411,0.7861825823783875
2003,1122,1421,0.9474573135375977
2003,1122,1423,0.1060338243842125
